#;Status;Priority;Subjet;Resource;Tipo de Asset;Updated;Last Seen;Date Found;CVSS Score de la Herramienta;CVSS Score;Puntaje Ponderado;Pertenece a Investments;Negocio
93614;Confirmed;Critical;Servidor SMTP Permite 'Open Relay';10.220.255.110:57175;IP Interna;03-07-2024;21-12-2024;10-02-2025;98;96;Si;No;
81390;Confirmed;Medium;Nginx < 1.20.1 Vulnerabilidades Mœltiples;10.220.210.135:62051;IP Interna;17-03-2024;18-04-2024;09-06-2024;44;44;Si;No;
18504;Mitigated;Medium;ProFTPD < 1.3.6 Vulnerabilidades Mœltiples;10.220.215.206:51488;IP Externa;15-06-2024;16-05-2024;25-06-2025;60;50;Si;No;
68585;Reopened;High;Cisco IOS < 15.9(3)M Vulnerabilidad de Ejecuci—n Remota de C—digo;10.220.168.65:58730;IP Interna;21-06-2024;21-11-2024;30-11-2024;82;76;Si;No;
59800;Confirmed;Medium;Microsoft RDP Client Remote Code Execution (CVE-2020-0655);10.220.106.159:40128;IP Externa;31-07-2025;06-11-2024;16-03-2024;58;63;Si;No;
31463;Reopened;Medium;Dispositivo de Red: Contrase–a por Defecto Habilitada (admin/admin);25.246.127.109:58756;IP Interna;16-10-2024;18-06-2024;28-02-2024;47;66;Si;No;
12178;Confirmed;Low;Encabezado 'HTTP Strict Transport Security (HSTS)' No Encontrado;114.62.73.14:20927;IP Externa;16-05-2024;31-01-2024;10-08-2024;27;26;Si;No;
74614;Confirmed;Medium;MySQL < 8.0.26 Vulnerabilidades Mœltiples;192.168.9.60:15431;IP Interna;09-05-2025;01-07-2025;13-05-2025;60;64;Si;No;
29121;Confirmed;Informational;Servidor SMTP Expone Usuarios (VRFY / EXPN);192.168.110.42:41518;IP Externa;22-05-2025;02-03-2025;21-08-2024;0;0;No;No;
79794;Confirmed;Low;Node.js < 16.10.0 Vulnerabilidad de Contrabando de HTTP;192.168.91.111:6361;IP Interna;31-07-2024;20-04-2024;19-05-2024;18;12;Si;No;
63214;Confirmed;Medium;Microsoft Windows Server: Missing Security Update (MS17-010);10.220.182.162:59314;IP Interna;20-06-2024;14-01-2025;17-07-2025;57;55;Si;No;
24134;Confirmed;Medium;Oracle Database: Mœltiples Vulnerabilidades (CPU Julio 2021);120.157.91.226:38049;IP Externa;12-05-2025;16-09-2024;26-11-2024;67;47;Si;No;
40691;Mitigated;Medium;Soporte para LM Hashes Habilitado en Active Directory;114.62.73.14:20922;IP Externa;07-09-2025;08-11-2024;08-06-2025;48;50;Si;No;
40001;Mitigated;Medium;Nginx < 1.20.1 Vulnerabilidades Mœltiples;114.62.73.14:4257;IP Externa;09-06-2024;11-08-2024;03-10-2024;48;62;Si;No;
49262;Reopened;Medium;Microsoft Windows SMBv1 Protocolo Obsoleto Detectado;165.162.106.51:10200;IP Externa;30-10-2024;05-07-2024;19-06-2024;54;45;Si;No;
30794;Confirmed;Critical;Apache HTTP Server < 2.4.51 Vulnerabilidad de Path Traversal;http://innovatec.cl/nu2vdhqgx;IP Externa;28-01-2025;16-10-2024;25-04-2024;99;100;Si;No;
93079;Mitigated;Low;SNMP Agent 'private' Community String Habilitado (Escritura);10.220.168.65:21039;IP Externa;20-12-2024;26-09-2024;24-06-2024;13;13;No;No;
97430;Confirmed;Medium;DNS Server Permite Transferencias de Zona (AXFR);75.30.133.147:50979;IP Externa;18-03-2025;10-12-2024;29-01-2024;59;60;Si;No;
31839;Reopened;Medium;Drupal < 9.2.6 Vulnerabilidades Mœltiples;10.220.252.166:8747;IP Externa;22-10-2024;09-09-2025;24-04-2024;40;46;Si;Si;
64492;Reopened;Low;JBoss EAP < 7.3.0 Vulnerabilidades de Deserializaci—n;101.192.139.86:25116;IP Interna;04-06-2025;01-01-2025;20-03-2024;12;17;Si;Si;
33585;Confirmed;Medium;Servidor FTP Permite Login An—nimo;75.30.133.147:29317;IP Externa;24-12-2024;03-02-2024;25-11-2024;68;65;Si;Si;
26319;Mitigated;Critical;TLSv1.1 Protocolo Obsoleto Habilitado;10.220.29.130:37407;IP Externa;22-04-2024;20-05-2025;02-03-2024;96;94;Si;Si;
34277;Mitigated;High;Oracle Database: Mœltiples Vulnerabilidades (CPU Julio 2021);136.194.201.224:58417;IP Externa;12-04-2024;17-04-2025;26-02-2025;88;73;Si;Si;
84507;Confirmed;Informational;Oracle Database: Mœltiples Vulnerabilidades (CPU Julio 2021);192.168.243.111:53895;IP Externa;03-10-2025;05-01-2024;23-10-2024;0;0;No;No;
93251;Confirmed;Low;Firewall: Pol’tica 'ANY-ANY-ALLOW' Detectada;http://infrahost.cl/84ub7y;IP Interna;21-05-2024;17-09-2025;18-05-2024;36;33;Si;No;
97113;Mitigated;Medium;Firewall: Pol’tica 'ANY-ANY-ALLOW' Detectada;192.168.9.60:28260;IP Interna;06-05-2025;14-03-2024;13-08-2024;57;40;Si;No;
88311;Confirmed;Medium;Microsoft IIS Server Mœltiples Vulnerabilidades (HTP.sys);https://infrahost.cl/puilwvpiajo;IP Externa;19-10-2025;18-08-2024;16-11-2024;55;57;Si;No;
17651;Mitigated;Low;Splunk < 8.2.2 Vulnerabilidades Mœltiples;10.220.210.135:620515;IP Interna;06-12-2024;15-06-2024;05-04-2024;16;25;Si;No;
45541;Confirmed;Medium;Privilegios de 'SeEnableTakeOwnershipPrivilege' Asignados a Usuarios No Administrativos;23.26.211.201:54822;IP Interna;08-09-2024;13-04-2025;11-03-2025;55;55;Si;No;
53426;Confirmed;Medium;Microsoft Windows SMBv3 Remote Code Execution (EternalBlue);10.220.210.135:620515;IP Interna;10-08-2025;28-10-2024;17-12-2024;49;54;Si;No;
21610;Reopened;Medium;Servidor SMTP Permite 'Open Relay';192.168.73.236:45473;IP Interna;02-01-2024;20-02-2024;08-08-2025;49;66;Si;No;
37991;Confirmed;High;Cisco IOS < 15.9(3)M Vulnerabilidad de Ejecuci—n Remota de C—digo;192.168.91.111:28073;IP Externa;29-08-2025;22-07-2025;04-02-2024;81;85;Si;No;
20173;Confirmed;Low;SSL/TLS: Cifrados 'Logjam' (Export-grade) Habilitados;10.220.253.121:52366;IP Interna;15-05-2024;19-10-2025;07-03-2024;30;35;Si;No;
47346;Mitigated;Critical;PostgreSQL < 13.4 Vulnerabilidades Mœltiples;192.168.100.70:52490;IP Interna;09-04-2024;17-05-2024;13-07-2025;96;95;Si;No;
93401;Confirmed;High;Microsoft Office: Missing Security Updates (Macros);10.220.131.42:30198;IP Interna;04-06-2024;17-03-2024;14-10-2024;74;84;Si;No;
44135;Mitigated;Low;GitLab < 14.1.2 Remote Code Execution;10.220.75.246:20180;IP Interna;04-07-2024;25-02-2024;26-12-2024;36;15;Si;No;
46410;Confirmed;Medium;Nginx < 1.20.1 Vulnerabilidades Mœltiples;29.87.111.178:9274;IP Externa;15-07-2025;05-01-2025;11-03-2024;62;68;Si;No;
24329;Mitigated;Low;Encabezado 'Content-Security-Policy (CSP)' No Encontrado;118.133.240.0:9368;IP Externa;07-11-2024;19-11-2024;15-01-2024;33;22;Si;No;
43950;Mitigated;Medium;VMware ESXi < 6.7 P05 Vulnerabilidad 'VMCA' (CVE-2021-21975);192.168.179.135:33085;IP Externa;04-07-2025;16-06-2024;26-01-2024;65;40;Si;No;
14846;Confirmed;Medium;Node.js < 16.10.0 Vulnerabilidad de Contrabando de HTTP;114.62.73.14:209200;IP Interna;13-07-2025;25-11-2024;19-01-2024;55;60;Si;Si;
16547;Mitigated;High;VMware vCenter Server < 7.0 U2b Remote Code Execution;79.47.12.185:45566;IP Externa;17-09-2024;06-09-2024;18-02-2025;88;73;Si;Si;
40773;Confirmed;Critical;SSL/TLS: Certificado Expirado;http://proyectos TI.cl/7bjac8;IP Externa;22-10-2024;02-01-2024;02-12-2024;97;94;Si;Si;
29281;Reopened;High;DNS Server Permite Transferencias de Zona (AXFR);192.168.243.21:62556;IP Externa;08-12-2024;20-09-2024;19-04-2024;81;81;Si;Si;
19732;Confirmed;Medium;Apache HTTP Server < 2.4.51 Vulnerabilidad de Path Traversal;192.168.151.176:18254;IP Externa;20-11-2024;29-09-2025;27-05-2024;67;57;Si;Si;
81224;Reopened;Low;Dispositivo de Red: Interfaz de Administraci—n Expuesta a Internet;103.79.44.205:51383;IP Interna;29-07-2024;13-08-2025;27-02-2024;28;19;Si;Si;
95597;Reopened;Medium;Encabezado 'X-Content-Type-Options' No Encontrado (MIME Sniffing);192.168.220.140:37823;IP Externa;10-07-2024;16-11-2024;05-05-2024;49;68;Si;Si;
89864;Reopened;Critical;Microsoft Windows SMBv1 Protocolo Obsoleto Detectado;192.168.115.225:64750;IP Externa;30-04-2024;09-11-2024;12-01-2025;97;96;Si;Si;
79604;Confirmed;Low;SSL/TLS: Certificado Expirado;10.220.127.89:34922;IP Externa;05-11-2024;15-10-2024;30-04-2024;14;26;Si;Si;
30492;Confirmed;Informational;Oracle WebLogic Server < 14.1.1.0.0 Vulnerabilidad de Deserializaci—n (CVE-2020-14882);192.168.85.200:48520;IP Interna;19-09-2025;18-01-2024;10-03-2025;0;0;No;Si;
28569;Confirmed;Low;Linux Kernel < 5.10.4 Vulnerabilidad de Dirty Pipe;10.220.227.190:52687;IP Externa;02-12-2024;22-04-2024;30-04-2025;24;13;Si;Si;
47601;Confirmed;High;SSL/TLS: Certificado Expirado;10.220.61.204:11168;IP Externa;29-04-2025;04-11-2024;07-04-2024;89;74;Si;No;
83109;Confirmed;Low;Microsoft IIS Server Mœltiples Vulnerabilidades (HTP.sys);181.3.106.240:21585;IP Externa;25-04-2024;06-07-2025;19-09-2024;19;10;Si;No;
34804;Confirmed;Low;Encabezado 'X-Content-Type-Options' No Encontrado (MIME Sniffing);192.168.185.189:28070;IP Externa;08-05-2024;17-02-2024;27-04-2024;19;29;Si;No;
19392;Confirmed;Medium;SSL/TLS: Compresi—n (CRIME) Habilitada;114.62.73.14:20923;IP Externa;26-04-2025;29-04-2024;13-09-2024;62;54;Si;No;
54031;Confirmed;Informational;Servidor NTP 'monlist' Habilitado (DoS Amplificado);120.157.91.226:38049;IP Externa;29-08-2024;22-03-2025;29-07-2024;0;0;No;No;
42463;Confirmed;Informational;PUT y DELETE HTTP Habilitados en Servidor Web;192.168.115.252:25833;IP Externa;08-01-2025;23-01-2025;16-08-2024;0;0;No;No;
75659;Confirmed;Low;MongoDB < 4.4.8 Vulnerabilidades de Denegaci—n de Servicio;http://coretech.cl/eieu83;IP Externa;21-09-2024;21-02-2025;26-02-2024;34;21;Si;No;
60774;Reopened;Medium;PostgreSQL < 13.4 Vulnerabilidades Mœltiples;192.168.145.180:37371;IP Interna;13-05-2025;04-01-2025;18-02-2024;41;61;Si;No;
53915;Confirmed;Critical;SSL/TLS: Certificado Expirado;https://portalweb.cl/8xmyln;IP Externa;01-06-2025;16-04-2025;11-08-2024;93;93;Si;No;
42214;Mitigated;Low;NetBIOS Name Service (NBT-NS) Spoofing;10.220.29.130:61401;IP Externa;03-09-2024;29-11-2024;27-10-2025;14;23;Si;No;
74360;Confirmed;Medium;Microsoft Windows RDP Remote Code Execution (BlueKeep);10.220.75.246:3194;IP Externa;05-09-2024;21-07-2025;23-08-2024;60;54;Si;No;
55605;Confirmed;Critical;DNS Server Cache Snooping Remoto;10.220.210.135:62051;IP Interna;03-10-2024;22-08-2025;22-08-2024;95;97;Si;No;
94346;Confirmed;Low;SSLv3 Protocolo Obsoleto Habilitado (POODLE);192.168.243.111:14387;IP Externa;04-11-2024;10-02-2025;14-05-2025;36;12;Si;No;
50392;Confirmed;Low;TLSv1.1 Protocolo Obsoleto Habilitado;192.168.187.5:43586;IP Externa;13-09-2025;26-02-2025;07-08-2024;29;19;Si;No;
11332;Reopened;High;SNMP Agent 'private' Community String Habilitado (Escritura);192.168.59.113:56885;IP Externa;29-12-2024;05-08-2025;20-01-2024;71;82;Si;No;
95651;Mitigated;Low;Microsoft Windows RDP Remote Code Execution (BlueKeep);10.220.215.206:4939;IP Externa;28-06-2024;29-01-2025;21-05-2024;30;23;Si;No;
36914;Mitigated;Medium;SSLv3 Protocolo Obsoleto Habilitado (POODLE);192.168.75.126:40333;IP Externa;14-04-2025;30-10-2024;13-01-2024;67;41;Si;No;
67305;Mitigated;Critical;Encabezado 'X-Content-Type-Options' No Encontrado (MIME Sniffing);192.168.146.62:22512;IP Externa;07-04-2024;13-04-2024;31-07-2025;90;93;Si;No;
66726;Confirmed;High;Windows Print Spooler Remote Code Execution (PrintNightmare);10.220.61.207:9851;IP Externa;17-11-2024;20-05-2024;03-04-2024;81;84;Si;No;
53827;Reopened;Medium;Privilegios de 'SeEnableTakeOwnershipPrivilege' Asignados a Usuarios No Administrativos;10.220.210.135:62051;IP Interna;17-07-2024;26-09-2025;29-03-2024;44;44;Si;No;
89454;Mitigated;High;SSL/TLS: Certificado Expirado;114.62.73.14:26320;IP Interna;22-07-2024;23-08-2024;26-06-2025;84;84;Si;No;
93979;Confirmed;Critical;Permisos de /etc/passwd DŽbiles;10.220.30.208:33852;IP Interna;10-10-2025;10-09-2024;16-08-2025;96;98;Si;No;
94168;Confirmed;Medium;MongoDB < 4.4.8 Vulnerabilidades de Denegaci—n de Servicio;20.30.110.129:9772;IP Interna;27-09-2024;15-12-2024;30-05-2025;61;58;Si;No;
35964;Mitigated;High;SSL/TLS: Certificado con Firma SHA-1 Obsoleta;192.168.222.141:24537;IP Interna;11-10-2025;22-02-2025;02-07-2024;85;71;Si;No;
59314;Mitigated;Medium;OpenSSL < 1.1.1l Vulnerabilidades Mœltiples;120.157.91.226:38049;IP Externa;10-07-2024;19-02-2024;10-09-2025;42;42;No;No;
80758;Confirmed;Medium;DNS Server Permite Transferencias de Zona (AXFR);223.218.101.32:5490;IP Externa;03-08-2024;28-07-2024;12-09-2024;51;57;Si;No;
41877;Mitigated;Medium;Apache HTTP Server < 2.4.51 Vulnerabilidad de Path Traversal;23.26.211.201:45372;IP Interna;16-06-2024;25-02-2024;10-08-2024;48;51;Si;No;
19399;Mitigated;Medium;Encabezado 'X-Content-Type-Options' No Encontrado (MIME Sniffing);56.239.45.72:42727;IP Externa;15-08-2025;22-10-2025;09-07-2025;52;60;Si;No;
32933;Confirmed;Medium;Servidor NTP 'monlist' Habilitado (DoS Amplificado);10.220.28.134:1987;IP Interna;20-06-2025;28-06-2024;17-01-2024;66;59;Si;No;
68025;Reopened;Low;Dispositivo de Red: Contrase–a por Defecto Habilitada (admin/admin);206.90.11.91:21520;IP Interna;23-04-2025;07-08-2024;23-08-2025;11;22;Si;No;
77760;Mitigated;Critical;VMware vCenter Server < 7.0 U2b Remote Code Execution;114.62.73.14:2078;IP Interna;28-10-2024;23-06-2025;10-01-2024;93;98;Si;No;
75336;Reopened;Medium;Vim < 8.2.3435 Vulnerabilidad 'Arbitrary Code Execution';192.168.17.231:34584;IP Interna;11-03-2024;14-08-2024;28-03-2024;50;67;Si;No;
87433;Confirmed;Medium;SSL/TLS: Vulnerabilidad 'CRIME';10.220.158.1:45209;IP Externa;06-02-2024;03-01-2024;26-04-2024;52;49;Si;No;
31789;Confirmed;Medium;Microsoft Windows LSA Secrets Caching (CVE-2021-36934);192.168.178.131:53205;IP Interna;16-02-2024;04-05-2025;06-04-2024;64;46;Si;No;
72294;Confirmed;Medium;Atlassian Jira Server < 8.13.6 Vulnerabilidad de Inyecci—n de Plantillas;10.220.171.138:54123;IP Externa;27-05-2024;24-08-2024;19-11-2024;50;43;Si;No;
82346;Confirmed;Critical;Microsoft Windows: Contrase–as almacenadas usando Encriptaci—n Reversible;56.239.45.72:5596;IP Externa;14-11-2024;24-09-2024;04-10-2024;93;99;Si;Si;
60391;Confirmed;High;Polkit (pkexec) < 0.120 Vulnerabilidad de Escalada de Privilegios (PwnKit);10.220.210.135:62051;IP Interna;03-09-2024;11-02-2024;24-05-2024;81;81;Si;Si;
93678;Confirmed;Low;Encabezado 'X-Frame-Options' No Encontrado (Clickjacking);115.204.153.146:39099;IP Externa;09-03-2024;18-11-2024;22-01-2024;25;30;Si;Si;
36187;Mitigated;Medium;Jenkins < 2.303.1 Vulnerabilidades de Cross-Site Scripting (XSS);10.220.224.159:2655;IP Interna;29-03-2025;19-08-2025;15-07-2025;59;61;Si;Si;
35843;Confirmed;Medium;SNMP Agent 'private' Community String Habilitado (Escritura);192.168.179.135:24524;IP Externa;19-07-2025;05-09-2025;18-10-2024;68;68;Si;Si;
66890;Reopened;Medium;SSL/TLS: Certificado Expirado;10.220.210.135:62051;IP Interna;01-07-2024;22-02-2024;07-08-2024;41;52;Si;Si;
67636;Mitigated;Informational;Linux Kernel < 5.10.4 Vulnerabilidad de Dirty Pipe;10.220.4.66:50639;IP Interna;26-01-2024;05-11-2024;12-05-2024;0;0;No;Si;
26367;Mitigated;Medium;Servidor SMTP Expone Usuarios (VRFY / EXPN);192.168.253.176:57451;IP Externa;25-01-2025;26-05-2024;29-02-2024;68;51;Si;Si;
14579;Mitigated;Medium;Privilegios de 'SeEnableTakeOwnershipPrivilege' Asignados a Usuarios No Administrativos;10.220.134.222:51157;IP Externa;14-10-2025;19-06-2024;06-01-2024;42;42;No;Si;
24151;Confirmed;High;SSL/TLS: Vulnerabilidad 'CRIME';10.220.104.47:22749;IP Externa;08-10-2025;10-11-2024;27-03-2024;80;75;Si;Si;
22428;Confirmed;Medium;LLMNR y NBT-NS Habilitados (Riesgo de Spoofing);120.157.91.226:6048;IP Externa;28-10-2024;24-08-2025;09-06-2025;54;68;Si;Si;
33697;Confirmed;Medium;Atlassian Confluence Server < 7.12.3 Remote Code Execution (OGNL);118.133.240.0:16523;IP Externa;02-04-2024;22-12-2024;03-01-2024;49;56;Si;Si;
85824;Mitigated;Medium;SSLv3 Protocolo Obsoleto Habilitado (POODLE);56.239.45.72:53299;IP Externa;17-01-2024;08-05-2024;28-08-2025;44;44;Si;Si;
97960;Confirmed;Low;Polkit (pkexec) < 0.120 Vulnerabilidad de Escalada de Privilegios (PwnKit);10.220.234.27:40415;IP Interna;20-10-2024;11-09-2025;11-02-2025;25;18;Si;No;
74437;Confirmed;Critical;Polkit (pkexec) < 0.120 Vulnerabilidad de Escalada de Privilegios (PwnKit);192.168.95.49:3018;IP Externa;19-07-2024;06-01-2024;19-06-2024;93;97;Si;No;
18270;Confirmed;Low;Firewall: Pol’tica 'ANY-ANY-ALLOW' Detectada;10.220.107.124:50334;IP Externa;23-03-2024;14-07-2024;23-07-2024;31;24;Si;No;
67805;Confirmed;Medium;SSL/TLS: Mismatch en el Nombre del Certificado (CN);10.220.9.88:62950;IP Externa;17-04-2024;08-10-2025;24-04-2024;54;53;Si;No;
28871;Mitigated;Medium;Wordpress < 5.8.1 Vulnerabilidades Mœltiples;10.220.134.222:57757;IP Externa;22-09-2025;17-06-2025;08-04-2024;44;44;Si;No;
29711;Confirmed;Low;MySQL < 8.0.26 Vulnerabilidades Mœltiples;http://finanzascorp.cl/8ptkr9ic;IP Externa;22-08-2024;14-01-2024;12-11-2024;29;15;Si;No;
45194;Reopened;Low;DNS Server Cache Snooping Remoto;10.220.232.204:24951;IP Externa;24-04-2025;09-06-2025;22-10-2025;32;28;Si;No;
75145;Reopened;Medium;SSLv3 Protocolo Obsoleto Habilitado (POODLE);192.168.73.236:16259;IP Externa;29-02-2024;07-04-2024;29-08-2024;44;53;Si;No;
66819;Confirmed;High;OpenSSH < 8.7 Vulnerabilidad de PAM;120.157.91.226:38049;IP Externa;07-01-2024;13-04-2024;19-05-2024;80;76;Si;No;
64613;Confirmed;Low;Atlassian Jira Server < 8.13.6 Vulnerabilidad de Inyecci—n de Plantillas;https://zylos.cl/kt2qc96;IP Externa;01-07-2024;02-12-2024;10-06-2025;33;18;Si;No;
98680;Reopened;Low;VMware vCenter Server < 7.0 U2b Remote Code Execution;10.220.29.130:52911;IP Externa;29-01-2025;12-07-2025;29-06-2025;24;10;Si;Si;
26671;Confirmed;Medium;Microsoft Windows LSA Secrets Caching (CVE-2021-36934);10.220.105.226:29667;IP Externa;26-01-2025;27-02-2024;21-10-2024;66;66;Si;Si;
23765;Mitigated;Medium;Servidor NTP 'monlist' Habilitado (DoS Amplificado);10.220.229.21:62562;IP Externa;20-04-2024;31-07-2025;10-10-2024;45;48;Si;Si;
97838;Confirmed;Critical;VMware vCenter Server < 7.0 U2b Remote Code Execution;10.220.111.196:57649;IP Externa;31-10-2024;19-09-2025;01-03-2024;97;97;Si;Si;
60811;Mitigated;Medium;SSL/TLS: Certificado Expirado;10.220.252.166:7416;IP Externa;17-08-2024;24-09-2025;05-11-2024;51;52;Si;Si;
53793;Mitigated;Low;Samba < 4.13.17 Vulnerabilidades Mœltiples (SambaCry);192.168.58.66:19461;IP Externa;04-02-2024;19-06-2025;29-02-2024;20;13;Si;Si;
19462;Reopened;Medium;Sudo < 1.9.5p2 Vulnerabilidad de 'Baron Samedit';https://datafast.cl/ozntlm0br;IP Externa;27-07-2024;24-08-2024;29-04-2025;61;50;Si;Si;
78752;Reopened;High;DNS Server Cache Snooping Remoto;114.62.73.14:20233;IP Interna;28-02-2025;13-01-2024;03-05-2025;77;79;Si;Si;
19859;Reopened;High;SSL/TLS: Mismatch en el Nombre del Certificado (CN);10.220.34.37:39757;IP Externa;19-09-2024;30-06-2025;19-01-2024;79;88;Si;Si;
36635;Mitigated;Critical;Drupal < 9.2.6 Vulnerabilidades Mœltiples;23.26.211.201:49201;IP Interna;18-10-2025;17-09-2024;07-01-2025;93;91;Si;Si;
91975;Mitigated;Medium;SSL/TLS: Certificado con Firma SHA-1 Obsoleta;120.157.91.226:38049;IP Externa;18-09-2024;24-12-2024;08-04-2025;50;49;Si;Si;
53530;Confirmed;Medium;Linux Kernel < 5.10.4 Vulnerabilidad de Dirty Pipe;8.116.210.140:59961;IP Externa;27-03-2024;16-06-2024;21-05-2024;58;57;Si;Si;
75021;Confirmed;Critical;TLSv1.1 Protocolo Obsoleto Habilitado;10.220.111.196:57649;IP Interna;06-09-2025;20-02-2024;08-03-2024;92;94;Si;Si;
51979;Mitigated;High;Servicio de 'Windows Update' Deshabilitado;158.60.210.218:48910;IP Externa;22-08-2025;17-08-2025;05-06-2025;75;88;Si;Si;
63582;Confirmed;Medium;Vim < 8.2.3435 Vulnerabilidad 'Arbitrary Code Execution';https://redveloz.cl/fqgcmw;IP Externa;20-02-2024;15-03-2024;01-12-2024;43;43;Si;Si;
12365;Confirmed;Medium;SSL/TLS: Certificado Expirado;192.168.67.88:25000;IP Externa;05-03-2025;14-09-2025;22-10-2024;53;53;No;Si;
95034;Mitigated;Critical;Privilegios de 'SeEnableTakeOwnershipPrivilege' Asignados a Usuarios No Administrativos;192.168.110.42:28248;IP Externa;17-10-2025;08-09-2024;21-12-2024;100;93;Si;Si;
67162;Confirmed;High;Microsoft .NET Framework < 4.8 Vulnerabilidad de Denegaci—n de Servicio;192.168.152.211:15036;IP Externa;02-08-2024;10-11-2024;23-06-2024;82;81;Si;Si;
99066;Confirmed;Low;Microsoft Windows RDP Remote Code Execution (BlueKeep);103.79.44.205:38742;IP Externa;29-02-2024;08-07-2025;13-02-2024;30;19;Si;No;
82338;Confirmed;Medium;PHP < 8.0.12 Vulnerabilidades Mœltiples;10.220.210.135:62051;IP Interna;01-08-2025;29-09-2024;20-03-2024;55;62;Si;No;
88654;Confirmed;Medium;Dispositivo de Red: Interfaz de Administraci—n Expuesta a Internet;http://redveloz.cl/iylnna6e;IP Externa;16-09-2024;02-08-2025;06-02-2024;44;57;Si;No;
19308;Confirmed;Critical;SSL/TLS: Mismatch en el Nombre del Certificado (CN);10.220.210.135:62051;IP Interna;21-08-2025;19-04-2024;30-10-2025;96;92;Si;No;
57671;Confirmed;Informational;Oracle Database: Mœltiples Vulnerabilidades (CPU Julio 2021);200.88.130.251:1430;IP Externa;27-05-2025;20-01-2024;12-07-2025;0;0;No;No;
68005;Confirmed;Medium;Polkit (pkexec) < 0.120 Vulnerabilidad de Escalada de Privilegios (PwnKit);114.62.73.14:31474;IP Externa;15-10-2025;02-06-2024;25-02-2024;48;51;Si;No;
82150;Mitigated;Low;Permisos de /etc/passwd DŽbiles;10.220.29.130:51208;IP Externa;27-10-2024;26-04-2024;10-03-2024;15;15;No;No;
41957;Confirmed;High;Microsoft Office: Missing Security Updates (Macros);192.168.178.131:40984;IP Externa;16-09-2024;11-07-2024;10-04-2025;73;82;Si;Si;
18101;Confirmed;Low;Encabezado 'X-Frame-Options' No Encontrado (Clickjacking);192.168.110.42:28248;IP Externa;12-09-2025;11-06-2024;23-04-2024;26;23;Si;Si;
10820;Confirmed;High;Servicio 'Telnet' Habilitado;192.168.132.205:8121;IP Externa;01-01-2024;17-10-2024;20-03-2025;72;76;Si;Si;
87734;Confirmed;Medium;NetBIOS Name Service (NBT-NS) Spoofing;10.220.4.66:40981;IP Externa;20-03-2025;26-08-2024;26-04-2025;41;54;Si;Si;
26016;Reopened;Medium;Polkit (pkexec) < 0.120 Vulnerabilidad de Escalada de Privilegios (PwnKit);2.187.25.237:56930;IP Interna;03-12-2024;06-08-2024;12-04-2024;40;40;Si;Si;
19596;Mitigated;Low;Microsoft .NET Framework < 4.8 Vulnerabilidad de Denegaci—n de Servicio;10.220.98.60:28729;IP Externa;09-03-2024;04-06-2024;11-06-2024;27;14;Si;Si;
69393;Confirmed;Medium;Oracle Database: Mœltiples Vulnerabilidades (CPU Julio 2021);192.168.230.36:48484;IP Interna;09-01-2024;17-04-2024;27-08-2024;42;42;No;Si;
99404;Confirmed;Medium;Encabezado 'X-Frame-Options' No Encontrado (Clickjacking);192.168.95.49:26584;IP Interna;28-03-2024;18-08-2025;04-08-2024;48;43;Si;Si;
99612;Mitigated;Low;Redis < 6.2.5 Vulnerabilidad de Desbordamiento de Bœfer;150.195.47.13:34553;IP Externa;16-09-2025;10-01-2025;20-04-2024;11;29;Si;Si;
38091;Mitigated;Medium;Microsoft IIS Server Mœltiples Vulnerabilidades (HTP.sys);192.168.36.110:11902;IP Interna;31-01-2024;07-12-2024;01-09-2025;62;65;Si;Si;
86500;Mitigated;High;Servicio de 'Windows Update' Deshabilitado;114.62.73.14:20954;IP Interna;08-02-2024;06-05-2025;27-07-2025;86;82;Si;Si;
48130;Confirmed;Low;Microsoft Windows SMBv1 Protocolo Obsoleto Detectado;10.220.34.37:23077;IP Interna;01-04-2025;01-01-2024;12-07-2024;27;23;Si;Si;
20549;Confirmed;High;Soporte para 'Null Sessions' de SMB Habilitado;10.220.134.222:55079;IP Interna;26-05-2025;21-10-2024;18-01-2024;72;76;Si;Si;
46523;Mitigated;Medium;Soporte para LM Hashes Habilitado en Active Directory;https://redveloz.cl/scyvwx3;IP Externa;25-08-2024;29-10-2024;20-06-2025;47;56;Si;Si;
16070;Confirmed;High;SSL/TLS: Certificado Expirado;https://proyectos TI.cl/v13f07rdhb;IP Externa;18-08-2024;06-07-2024;04-01-2024;85;82;Si;Si;
40524;Confirmed;Medium;Samba < 4.13.17 Vulnerabilidades Mœltiples (SambaCry);45.192.207.220:22747;IP Externa;28-01-2024;02-09-2024;14-11-2024;47;57;Si;Si;
97171;Confirmed;Medium;Atlassian Confluence Server < 7.12.3 Remote Code Execution (OGNL);https://sistemasweb.cl/bdbivsodp5765;IP Externa;10-09-2024;12-04-2025;29-09-2024;55;55;Si;Si;
82118;Confirmed;Medium;TLSv1.1 Protocolo Obsoleto Habilitado;192.168.243.111:36695;IP Externa;13-10-2024;13-02-2024;13-07-2024;51;67;Si;Si;
67665;Confirmed;Informational;GitLab < 14.1.2 Remote Code Execution;10.220.210.135:62051;IP Interna;26-02-2024;03-10-2024;02-02-2025;0;0;No;Si;
85088;Mitigated;Informational;Permisos de /etc/shadow DŽbiles;138.127.0.221:4626;IP Externa;09-05-2024;18-04-2024;16-03-2025;0;0;No;Si;
